measure,description,domain_panel,direction,test_family,test,comparison,n,C1_mean,C1_sd,C2_mean,C2_sd,C3_mean,C3_sd,C4_mean,C4_sd,C5_mean,C5_sd,statistic,df,p,p_holm,effect_size,mean_difference,median_difference
SAGAT_Q3,SAGAT correctness for Q3,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C2,5,0.25,0.452267,0.333333,0.492366,0.25,0.452267,0.0833333,0.288675,0.416667,0.514929,3,,0.375,1,-0.6,-0.25,-1
SAGAT_Q3,SAGAT correctness for Q3,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C3,4,0.25,0.452267,0.333333,0.492366,0.25,0.452267,0.0833333,0.288675,0.416667,0.514929,2.5,,0.625,1,-0.5,-0.166667,-1
SAGAT_Q3,SAGAT correctness for Q3,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C5,4,0.25,0.452267,0.333333,0.492366,0.25,0.452267,0.0833333,0.288675,0.416667,0.514929,0,,0.125,0.875,-1,-0.333333,-1
SAGAT_Q3,SAGAT correctness for Q3,통합,higher,planned,Friedman,C1-C5,12,0.416667,0.288675,0.291667,0.334279,0.25,0.3371,0.208333,0.334279,0.416667,0.35887,4.21302,4,0.377944,,0.0877712,,
SAGAT_Q3,SAGAT correctness for Q3,통합,higher,planned,Wilcoxon signed-rank exact,C3-C1,8,0.416667,0.288675,0.291667,0.334279,0.25,0.3371,0.208333,0.334279,0.416667,0.35887,9,,0.289062,1,-0.5,-0.166667,-0.5
SAGAT_Q3,SAGAT correctness for Q3,통합,higher,planned,Wilcoxon signed-rank exact,C3-C2,5,0.416667,0.288675,0.291667,0.334279,0.25,0.3371,0.208333,0.334279,0.416667,0.35887,6,,1,1,-0.2,-0.0416667,-0.5
SAGAT_Q3,SAGAT correctness for Q3,통합,higher,planned,Wilcoxon signed-rank exact,C3-C5,9,0.416667,0.288675,0.291667,0.334279,0.25,0.3371,0.208333,0.334279,0.416667,0.35887,15,,0.480469,1,-0.333333,-0.166667,-0.5
SAGAT_Q3,SAGAT correctness for Q3,통합,higher,planned,Wilcoxon signed-rank exact,C4-C1,8,0.416667,0.288675,0.291667,0.334279,0.25,0.3371,0.208333,0.334279,0.416667,0.35887,8,,0.234375,1,-0.555556,-0.208333,-0.5
SAGAT_Q3,SAGAT correctness for Q3,통합,higher,planned,Wilcoxon signed-rank exact,C4-C2,5,0.416667,0.288675,0.291667,0.334279,0.25,0.3371,0.208333,0.334279,0.416667,0.35887,5,,0.75,1,-0.333333,-0.0833333,-0.5
SAGAT_Q3,SAGAT correctness for Q3,통합,higher,planned,Wilcoxon signed-rank exact,C4-C3,7,0.416667,0.288675,0.291667,0.334279,0.25,0.3371,0.208333,0.334279,0.416667,0.35887,12.5,,0.984375,1,-0.107143,-0.0416667,-0.5
SAGAT_Q3,SAGAT correctness for Q3,통합,higher,planned,Wilcoxon signed-rank exact,C4-C5,5,0.416667,0.288675,0.291667,0.334279,0.25,0.3371,0.208333,0.334279,0.416667,0.35887,2,,0.25,1,-0.733333,-0.208333,-0.5
SAGAT_Q4,SAGAT correctness for Q4,토마토 수확,higher,planned,Friedman,C1-C5,12,0.333333,0.492366,0.333333,0.492366,0.583333,0.514929,0.583333,0.514929,0.583333,0.514929,3.27273,4,0.513265,,0.0681818,,
SAGAT_Q4,SAGAT correctness for Q4,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C1,7,0.333333,0.492366,0.333333,0.492366,0.583333,0.514929,0.583333,0.514929,0.583333,0.514929,8,,0.453125,1,0.428571,0.25,1
SAGAT_Q4,SAGAT correctness for Q4,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C2,5,0.333333,0.492366,0.333333,0.492366,0.583333,0.514929,0.583333,0.514929,0.583333,0.514929,3,,0.375,1,0.6,0.25,1
SAGAT_Q4,SAGAT correctness for Q4,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C5,10,0.333333,0.492366,0.333333,0.492366,0.583333,0.514929,0.583333,0.514929,0.583333,0.514929,27.5,,1,1,0,0,0
SAGAT_Q4,SAGAT correctness for Q4,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C1,7,0.333333,0.492366,0.333333,0.492366,0.583333,0.514929,0.583333,0.514929,0.583333,0.514929,8,,0.453125,1,0.428571,0.25,1
SAGAT_Q4,SAGAT correctness for Q4,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C2,7,0.333333,0.492366,0.333333,0.492366,0.583333,0.514929,0.583333,0.514929,0.583333,0.514929,8,,0.453125,1,0.428571,0.25,1
SAGAT_Q4,SAGAT correctness for Q4,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C3,6,0.333333,0.492366,0.333333,0.492366,0.583333,0.514929,0.583333,0.514929,0.583333,0.514929,10.5,,1,1,0,0,0
SAGAT_Q4,SAGAT correctness for Q4,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C5,8,0.333333,0.492366,0.333333,0.492366,0.583333,0.514929,0.583333,0.514929,0.583333,0.514929,18,,1,1,0,0,0
SAGAT_Q4,SAGAT correctness for Q4,분리수거,higher,planned,Friedman,C1-C5,12,0.5,0.522233,0.166667,0.389249,1,0,0.0833333,0.288675,0.5,0.522233,22.1176,4,0.000189897,,0.460784,,
SAGAT_Q4,SAGAT correctness for Q4,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C1,6,0.5,0.522233,0.166667,0.389249,1,0,0.0833333,0.288675,0.5,0.522233,0,,0.03125,0.15625,1,0.5,1
SAGAT_Q4,SAGAT correctness for Q4,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C2,10,0.5,0.522233,0.166667,0.389249,1,0,0.0833333,0.288675,0.5,0.522233,0,,0.00195312,0.0117188,1,0.833333,1
SAGAT_Q4,SAGAT correctness for Q4,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C5,6,0.5,0.522233,0.166667,0.389249,1,0,0.0833333,0.288675,0.5,0.522233,0,,0.03125,0.15625,1,0.5,1
SAGAT_Q4,SAGAT correctness for Q4,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C1,7,0.5,0.522233,0.166667,0.389249,1,0,0.0833333,0.288675,0.5,0.522233,4,,0.125,0.375,-0.714286,-0.416667,-1
SAGAT_Q4,SAGAT correctness for Q4,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C2,3,0.5,0.522233,0.166667,0.389249,1,0,0.0833333,0.288675,0.5,0.522233,2,,1,1,-0.333333,-0.0833333,-1
SAGAT_Q4,SAGAT correctness for Q4,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C3,11,0.5,0.522233,0.166667,0.389249,1,0,0.0833333,0.288675,0.5,0.522233,0,,0.000976562,0.00683594,-1,-0.916667,-1
SAGAT_Q4,SAGAT correctness for Q4,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C5,7,0.5,0.522233,0.166667,0.389249,1,0,0.0833333,0.288675,0.5,0.522233,4,,0.125,0.375,-0.714286,-0.416667,-1
SAGAT_Q4,SAGAT correctness for Q4,통합,higher,planned,Friedman,C1-C5,12,0.416667,0.417424,0.25,0.3371,0.791667,0.257464,0.333333,0.246183,0.541667,0.334279,15.9268,4,0.00311894,,0.331809,,
SAGAT_Q4,SAGAT correctness for Q4,통합,higher,planned,Wilcoxon signed-rank exact,C3-C1,7,0.416667,0.417424,0.25,0.3371,0.791667,0.257464,0.333333,0.246183,0.541667,0.334279,2,,0.0625,0.3125,0.857143,0.375,1
SAGAT_Q4,SAGAT correctness for Q4,통합,higher,planned,Wilcoxon signed-rank exact,C3-C2,10,0.416667,0.417424,0.25,0.3371,0.791667,0.257464,0.333333,0.246183,0.541667,0.334279,0,,0.00195312,0.0136719,1,0.541667,0.5
SAGAT_Q4,SAGAT correctness for Q4,통합,higher,planned,Wilcoxon signed-rank exact,C3-C5,8,0.416667,0.417424,0.25,0.3371,0.791667,0.257464,0.333333,0.246183,0.541667,0.334279,7,,0.171875,0.6875,0.611111,0.25,0.5
SAGAT_Q4,SAGAT correctness for Q4,통합,higher,planned,Wilcoxon signed-rank exact,C4-C1,7,0.416667,0.417424,0.25,0.3371,0.791667,0.257464,0.333333,0.246183,0.541667,0.334279,10.5,,0.765625,1,-0.25,-0.0833333,-0.5
SAGAT_Q4,SAGAT correctness for Q4,통합,higher,planned,Wilcoxon signed-rank exact,C4-C2,5,0.416667,0.417424,0.25,0.3371,0.791667,0.257464,0.333333,0.246183,0.541667,0.334279,5,,0.75,1,0.333333,0.0833333,0.5
SAGAT_Q4,SAGAT correctness for Q4,통합,higher,planned,Wilcoxon signed-rank exact,C4-C3,9,0.416667,0.417424,0.25,0.3371,0.791667,0.257464,0.333333,0.246183,0.541667,0.334279,0,,0.00390625,0.0234375,-1,-0.458333,-0.5
SAGAT_Q4,SAGAT correctness for Q4,통합,higher,planned,Wilcoxon signed-rank exact,C4-C5,4,0.416667,0.417424,0.25,0.3371,0.791667,0.257464,0.333333,0.246183,0.541667,0.334279,1,,0.25,0.75,-0.8,-0.208333,-1
SAGAT_Q5,SAGAT correctness for Q5,토마토 수확,higher,planned,Friedman,C1-C5,12,0.583333,0.514929,0.75,0.452267,0.666667,0.492366,0.916667,0.288675,0.25,0.452267,11.7333,4,0.0194485,,0.244444,,
SAGAT_Q5,SAGAT correctness for Q5,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C1,5,0.583333,0.514929,0.75,0.452267,0.666667,0.492366,0.916667,0.288675,0.25,0.452267,6,,1,1,0.2,0.0833333,1
SAGAT_Q5,SAGAT correctness for Q5,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C2,5,0.583333,0.514929,0.75,0.452267,0.666667,0.492366,0.916667,0.288675,0.25,0.452267,6,,1,1,-0.2,-0.0833333,-1
SAGAT_Q5,SAGAT correctness for Q5,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C5,7,0.583333,0.514929,0.75,0.452267,0.666667,0.492366,0.916667,0.288675,0.25,0.452267,4,,0.125,0.75,0.714286,0.416667,1
SAGAT_Q5,SAGAT correctness for Q5,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C1,6,0.583333,0.514929,0.75,0.452267,0.666667,0.492366,0.916667,0.288675,0.25,0.452267,3.5,,0.21875,1,0.666667,0.333333,1
SAGAT_Q5,SAGAT correctness for Q5,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C2,4,0.583333,0.514929,0.75,0.452267,0.666667,0.492366,0.916667,0.288675,0.25,0.452267,2.5,,0.625,1,0.5,0.166667,1
SAGAT_Q5,SAGAT correctness for Q5,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C3,3,0.583333,0.514929,0.75,0.452267,0.666667,0.492366,0.916667,0.288675,0.25,0.452267,0,,0.25,1,1,0.25,1
SAGAT_Q5,SAGAT correctness for Q5,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C5,8,0.583333,0.514929,0.75,0.452267,0.666667,0.492366,0.916667,0.288675,0.25,0.452267,0,,0.0078125,0.0546875,1,0.666667,1
SAGAT_Q5,SAGAT correctness for Q5,분리수거,higher,planned,Friedman,C1-C5,12,0,0,0.666667,0.492366,0.5,0.522233,0.333333,0.492366,0.416667,0.514929,10.6667,4,0.030577,,0.222222,,
SAGAT_Q5,SAGAT correctness for Q5,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C1,6,0,0,0.666667,0.492366,0.5,0.522233,0.333333,0.492366,0.416667,0.514929,0,,0.03125,0.21875,1,0.5,1
SAGAT_Q5,SAGAT correctness for Q5,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C2,6,0,0,0.666667,0.492366,0.5,0.522233,0.333333,0.492366,0.416667,0.514929,7,,0.6875,1,-0.333333,-0.166667,-1
SAGAT_Q5,SAGAT correctness for Q5,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C5,9,0,0,0.666667,0.492366,0.5,0.522233,0.333333,0.492366,0.416667,0.514929,20,,1,1,0.111111,0.0833333,1
SAGAT_Q5,SAGAT correctness for Q5,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C1,4,0,0,0.666667,0.492366,0.5,0.522233,0.333333,0.492366,0.416667,0.514929,0,,0.125,0.75,1,0.333333,1
SAGAT_Q5,SAGAT correctness for Q5,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C2,6,0,0,0.666667,0.492366,0.5,0.522233,0.333333,0.492366,0.416667,0.514929,3.5,,0.21875,1,-0.666667,-0.333333,-1
SAGAT_Q5,SAGAT correctness for Q5,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C3,10,0,0,0.666667,0.492366,0.5,0.522233,0.333333,0.492366,0.416667,0.514929,22,,0.753906,1,-0.2,-0.166667,-1
SAGAT_Q5,SAGAT correctness for Q5,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C5,5,0,0,0.666667,0.492366,0.5,0.522233,0.333333,0.492366,0.416667,0.514929,6,,1,1,-0.2,-0.0833333,-1
SAGAT_Q5,SAGAT correctness for Q5,통합,higher,planned,Friedman,C1-C5,12,0.291667,0.257464,0.708333,0.334279,0.583333,0.35887,0.625,0.310791,0.333333,0.389249,10.3061,4,0.035575,,0.214711,,
SAGAT_Q5,SAGAT correctness for Q5,통합,higher,planned,Wilcoxon signed-rank exact,C3-C1,10,0.291667,0.257464,0.708333,0.334279,0.583333,0.35887,0.625,0.310791,0.333333,0.389249,10,,0.0917969,0.550781,0.636364,0.291667,0.5
SAGAT_Q5,SAGAT correctness for Q5,통합,higher,planned,Wilcoxon signed-rank exact,C3-C2,5,0.291667,0.257464,0.708333,0.334279,0.583333,0.35887,0.625,0.310791,0.333333,0.389249,3,,0.375,1,-0.6,-0.125,-0.5
SAGAT_Q5,SAGAT correctness for Q5,통합,higher,planned,Wilcoxon signed-rank exact,C3-C5,9,0.291667,0.257464,0.708333,0.334279,0.583333,0.35887,0.625,0.310791,0.333333,0.389249,10.5,,0.175781,0.703125,0.533333,0.25,0.5
SAGAT_Q5,SAGAT correctness for Q5,통합,higher,planned,Wilcoxon signed-rank exact,C4-C1,9,0.291667,0.257464,0.708333,0.334279,0.583333,0.35887,0.625,0.310791,0.333333,0.389249,4.5,,0.0351562,0.246094,0.8,0.333333,0.5
SAGAT_Q5,SAGAT correctness for Q5,통합,higher,planned,Wilcoxon signed-rank exact,C4-C2,7,0.291667,0.257464,0.708333,0.334279,0.583333,0.35887,0.625,0.310791,0.333333,0.389249,10.5,,0.765625,1,-0.25,-0.0833333,-0.5
SAGAT_Q5,SAGAT correctness for Q5,통합,higher,planned,Wilcoxon signed-rank exact,C4-C3,8,0.291667,0.257464,0.708333,0.334279,0.583333,0.35887,0.625,0.310791,0.333333,0.389249,16,,1,1,0.111111,0.0416667,0
SAGAT_Q5,SAGAT correctness for Q5,통합,higher,planned,Wilcoxon signed-rank exact,C4-C5,9,0.291667,0.257464,0.708333,0.334279,0.583333,0.35887,0.625,0.310791,0.333333,0.389249,8,,0.113281,0.566406,0.644444,0.291667,0.5
SAGAT_Q6,SAGAT correctness for Q6,토마토 수확,higher,planned,Friedman,C1-C5,12,0.833333,0.389249,0.916667,0.288675,1,0,1,0,1,0,5.33333,4,0.254773,,0.111111,,
SAGAT_Q6,SAGAT correctness for Q6,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C1,2,0.833333,0.389249,0.916667,0.288675,1,0,1,0,1,0,0,,0.5,1,1,0.166667,1
SAGAT_Q6,SAGAT correctness for Q6,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C2,1,0.833333,0.389249,0.916667,0.288675,1,0,1,0,1,0,0,,1,1,1,0.0833333,1
SAGAT_Q6,SAGAT correctness for Q6,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C5,0,0.833333,0.389249,0.916667,0.288675,1,0,1,0,1,0,0,,1,1,0,0,0
SAGAT_Q6,SAGAT correctness for Q6,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C1,2,0.833333,0.389249,0.916667,0.288675,1,0,1,0,1,0,0,,0.5,1,1,0.166667,1
SAGAT_Q6,SAGAT correctness for Q6,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C2,1,0.833333,0.389249,0.916667,0.288675,1,0,1,0,1,0,0,,1,1,1,0.0833333,1
SAGAT_Q6,SAGAT correctness for Q6,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C3,0,0.833333,0.389249,0.916667,0.288675,1,0,1,0,1,0,0,,1,1,0,0,0
SAGAT_Q6,SAGAT correctness for Q6,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C5,0,0.833333,0.389249,0.916667,0.288675,1,0,1,0,1,0,0,,1,1,0,0,0
SAGAT_Q6,SAGAT correctness for Q6,분리수거,higher,planned,Friedman,C1-C5,12,0.75,0.452267,0.916667,0.288675,1,0,0.916667,0.288675,0.75,0.452267,5.53846,4,0.236369,,0.115385,,
SAGAT_Q6,SAGAT correctness for Q6,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C1,3,0.75,0.452267,0.916667,0.288675,1,0,0.916667,0.288675,0.75,0.452267,0,,0.25,1,1,0.25,1
SAGAT_Q6,SAGAT correctness for Q6,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C2,1,0.75,0.452267,0.916667,0.288675,1,0,0.916667,0.288675,0.75,0.452267,0,,1,1,1,0.0833333,1
SAGAT_Q6,SAGAT correctness for Q6,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C5,3,0.75,0.452267,0.916667,0.288675,1,0,0.916667,0.288675,0.75,0.452267,0,,0.25,1,1,0.25,1
SAGAT_Q6,SAGAT correctness for Q6,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C1,4,0.75,0.452267,0.916667,0.288675,1,0,0.916667,0.288675,0.75,0.452267,2.5,,0.625,1,0.5,0.166667,1
SAGAT_Q6,SAGAT correctness for Q6,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C2,2,0.75,0.452267,0.916667,0.288675,1,0,0.916667,0.288675,0.75,0.452267,1.5,,1,1,0,0,0
SAGAT_Q6,SAGAT correctness for Q6,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C3,1,0.75,0.452267,0.916667,0.288675,1,0,0.916667,0.288675,0.75,0.452267,0,,1,1,-1,-0.0833333,-1
SAGAT_Q6,SAGAT correctness for Q6,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C5,2,0.75,0.452267,0.916667,0.288675,1,0,0.916667,0.288675,0.75,0.452267,0,,0.5,1,1,0.166667,1
SAGAT_Q6,SAGAT correctness for Q6,통합,higher,planned,Friedman,C1-C5,12,0.791667,0.257464,0.916667,0.288675,1,0,0.958333,0.144338,0.875,0.226134,9.52632,4,0.0492093,,0.198465,,
SAGAT_Q6,SAGAT correctness for Q6,통합,higher,planned,Wilcoxon signed-rank exact,C3-C1,5,0.791667,0.257464,0.916667,0.288675,1,0,0.958333,0.144338,0.875,0.226134,0,,0.0625,0.4375,1,0.208333,0.5
SAGAT_Q6,SAGAT correctness for Q6,통합,higher,planned,Wilcoxon signed-rank exact,C3-C2,1,0.791667,0.257464,0.916667,0.288675,1,0,0.958333,0.144338,0.875,0.226134,0,,1,1,1,0.0833333,1
SAGAT_Q6,SAGAT correctness for Q6,통합,higher,planned,Wilcoxon signed-rank exact,C3-C5,3,0.791667,0.257464,0.916667,0.288675,1,0,0.958333,0.144338,0.875,0.226134,0,,0.25,1,1,0.125,0.5
SAGAT_Q6,SAGAT correctness for Q6,통합,higher,planned,Wilcoxon signed-rank exact,C4-C1,4,0.791667,0.257464,0.916667,0.288675,1,0,0.958333,0.144338,0.875,0.226134,0,,0.125,0.75,1,0.166667,0.5
SAGAT_Q6,SAGAT correctness for Q6,통합,higher,planned,Wilcoxon signed-rank exact,C4-C2,2,0.791667,0.257464,0.916667,0.288675,1,0,0.958333,0.144338,0.875,0.226134,1,,1,1,0.333333,0.0416667,0.25
SAGAT_Q6,SAGAT correctness for Q6,통합,higher,planned,Wilcoxon signed-rank exact,C4-C3,1,0.791667,0.257464,0.916667,0.288675,1,0,0.958333,0.144338,0.875,0.226134,0,,1,1,-1,-0.0416667,-0.5
SAGAT_Q6,SAGAT correctness for Q6,통합,higher,planned,Wilcoxon signed-rank exact,C4-C5,2,0.791667,0.257464,0.916667,0.288675,1,0,0.958333,0.144338,0.875,0.226134,0,,0.5,1,1,0.0833333,0.5
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,토마토 수확,lower,planned,Friedman,C1-C5,12,2.1,0.924416,1.65,0.644558,1.88333,0.725927,1.75,0.546892,1.8,0.609023,9.79381,4,0.0440478,,0.204038,,
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C1,10,2.1,0.924416,1.65,0.644558,1.88333,0.725927,1.75,0.546892,1.8,0.609023,11,,0.103516,0.621094,-0.6,-0.216667,-0.3
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C2,10,2.1,0.924416,1.65,0.644558,1.88333,0.725927,1.75,0.546892,1.8,0.609023,11.5,,0.107422,0.621094,0.581818,0.233333,0.2
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C5,7,2.1,0.924416,1.65,0.644558,1.88333,0.725927,1.75,0.546892,1.8,0.609023,10,,0.578125,1,0.285714,0.0833333,0.2
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C1,7,2.1,0.924416,1.65,0.644558,1.88333,0.725927,1.75,0.546892,1.8,0.609023,2.5,,0.0625,0.4375,-0.821429,-0.35,-0.6
