measure,description,domain_panel,direction,test_family,test,comparison,n,C1_mean,C1_sd,C2_mean,C2_sd,C3_mean,C3_sd,C4_mean,C4_sd,C5_mean,C5_sd,statistic,df,p,p_holm,effect_size,mean_difference,median_difference
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C2,7,2.1,0.924416,1.65,0.644558,1.88333,0.725927,1.75,0.546892,1.8,0.609023,8.5,,0.421875,1,0.392857,0.1,0.2
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C3,6,2.1,0.924416,1.65,0.644558,1.88333,0.725927,1.75,0.546892,1.8,0.609023,3.5,,0.1875,0.75,-0.666667,-0.133333,-0.2
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C5,9,2.1,0.924416,1.65,0.644558,1.88333,0.725927,1.75,0.546892,1.8,0.609023,18.5,,0.683594,1,-0.177778,-0.05,-0.2
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,분리수거,lower,planned,Friedman,C1-C5,12,1.98333,0.908379,1.61667,0.507818,2.25,0.994987,1.95,0.853336,2.5,1.03923,20.8041,4,0.000346278,,0.433419,,
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C1,10,1.98333,0.908379,1.61667,0.507818,2.25,0.994987,1.95,0.853336,2.5,1.03923,15.5,,0.244141,0.65625,0.436364,0.266667,0.2
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C2,9,1.98333,0.908379,1.61667,0.507818,2.25,0.994987,1.95,0.853336,2.5,1.03923,1.5,,0.0117188,0.0703125,0.933333,0.633333,0.6
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C5,11,1.98333,0.908379,1.61667,0.507818,2.25,0.994987,1.95,0.853336,2.5,1.03923,13,,0.0742188,0.371094,-0.606061,-0.25,-0.4
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C1,9,1.98333,0.908379,1.61667,0.507818,2.25,0.994987,1.95,0.853336,2.5,1.03923,20,,0.816406,0.816406,-0.111111,-0.0333333,-0.2
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C2,8,1.98333,0.908379,1.61667,0.507818,2.25,0.994987,1.95,0.853336,2.5,1.03923,8.5,,0.21875,0.65625,0.527778,0.333333,0.4
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C3,6,1.98333,0.908379,1.61667,0.507818,2.25,0.994987,1.95,0.853336,2.5,1.03923,2,,0.09375,0.375,-0.809524,-0.3,-0.5
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C5,11,1.98333,0.908379,1.61667,0.507818,2.25,0.994987,1.95,0.853336,2.5,1.03923,0,,0.000976562,0.00683594,-1,-0.55,-0.6
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,통합,lower,planned,Friedman,C1-C5,12,2.04167,0.886729,1.63333,0.563001,2.06667,0.786631,1.85,0.644558,2.15,0.734228,18.8679,4,0.000834318,,0.393082,,
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,통합,lower,planned,Wilcoxon signed-rank exact,C3-C1,10,2.04167,0.886729,1.63333,0.563001,2.06667,0.786631,1.85,0.644558,2.15,0.734228,25,,0.810547,0.810547,0.0909091,0.025,0
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,통합,lower,planned,Wilcoxon signed-rank exact,C3-C2,12,2.04167,0.886729,1.63333,0.563001,2.06667,0.786631,1.85,0.644558,2.15,0.734228,6,,0.00830078,0.0498047,0.846154,0.433333,0.4
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,통합,lower,planned,Wilcoxon signed-rank exact,C3-C5,11,2.04167,0.886729,1.63333,0.563001,2.06667,0.786631,1.85,0.644558,2.15,0.734228,15,,0.115234,0.390625,-0.545455,-0.0833333,-0.1
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,통합,lower,planned,Wilcoxon signed-rank exact,C4-C1,10,2.04167,0.886729,1.63333,0.563001,2.06667,0.786631,1.85,0.644558,2.15,0.734228,10.5,,0.0976562,0.390625,-0.618182,-0.191667,-0.15
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,통합,lower,planned,Wilcoxon signed-rank exact,C4-C2,10,2.04167,0.886729,1.63333,0.563001,2.06667,0.786631,1.85,0.644558,2.15,0.734228,11.5,,0.111328,0.390625,0.581818,0.216667,0.25
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,통합,lower,planned,Wilcoxon signed-rank exact,C4-C3,9,2.04167,0.886729,1.63333,0.563001,2.06667,0.786631,1.85,0.644558,2.15,0.734228,1.5,,0.0117188,0.0585938,-0.933333,-0.216667,-0.3
NASA_TLX_workload,NASA-TLX workload excluding N4 performance,통합,lower,planned,Wilcoxon signed-rank exact,C4-C5,11,2.04167,0.886729,1.63333,0.563001,2.06667,0.786631,1.85,0.644558,2.15,0.734228,0,,0.000976562,0.00683594,-1,-0.3,-0.3
NASA_N1_mental,NASA-TLX mental demand,토마토 수확,lower,planned,Friedman,C1-C5,12,2.58333,1.56428,2.25,1.54479,2.25,1.3568,2.41667,1.31137,2,1.12815,3.83471,4,0.428837,,0.0798898,,
NASA_N1_mental,NASA-TLX mental demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C1,4,2.58333,1.56428,2.25,1.54479,2.25,1.3568,2.41667,1.31137,2,1.12815,0,,0.125,0.875,-1,-0.333333,-1
NASA_N1_mental,NASA-TLX mental demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C2,6,2.58333,1.56428,2.25,1.54479,2.25,1.3568,2.41667,1.31137,2,1.12815,9,,1,1,0.142857,0,1
NASA_N1_mental,NASA-TLX mental demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C5,3,2.58333,1.56428,2.25,1.54479,2.25,1.3568,2.41667,1.31137,2,1.12815,1.5,,0.75,1,0.5,0.25,1
NASA_N1_mental,NASA-TLX mental demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C1,5,2.58333,1.56428,2.25,1.54479,2.25,1.3568,2.41667,1.31137,2,1.12815,5,,0.75,1,-0.333333,-0.166667,-1
NASA_N1_mental,NASA-TLX mental demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C2,3,2.58333,1.56428,2.25,1.54479,2.25,1.3568,2.41667,1.31137,2,1.12815,1.5,,0.75,1,0.5,0.166667,1
NASA_N1_mental,NASA-TLX mental demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C3,5,2.58333,1.56428,2.25,1.54479,2.25,1.3568,2.41667,1.31137,2,1.12815,5,,0.75,1,0.333333,0.166667,1
NASA_N1_mental,NASA-TLX mental demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C5,7,2.58333,1.56428,2.25,1.54479,2.25,1.3568,2.41667,1.31137,2,1.12815,9,,0.4375,1,0.357143,0.416667,1
NASA_N1_mental,NASA-TLX mental demand,분리수거,lower,planned,Friedman,C1-C5,12,1.91667,1.08362,2.08333,1.24011,2.58333,1.62135,2.33333,1.23091,3.33333,1.72328,18.6099,4,0.000937458,,0.387707,,
NASA_N1_mental,NASA-TLX mental demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C1,6,1.91667,1.08362,2.08333,1.24011,2.58333,1.62135,2.33333,1.23091,3.33333,1.72328,2.5,,0.15625,0.625,0.761905,0.666667,1
NASA_N1_mental,NASA-TLX mental demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C2,6,1.91667,1.08362,2.08333,1.24011,2.58333,1.62135,2.33333,1.23091,3.33333,1.72328,5,,0.375,1,0.52381,0.5,1
NASA_N1_mental,NASA-TLX mental demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C5,7,1.91667,1.08362,2.08333,1.24011,2.58333,1.62135,2.33333,1.23091,3.33333,1.72328,0,,0.015625,0.09375,-1,-0.75,-1
NASA_N1_mental,NASA-TLX mental demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C1,4,1.91667,1.08362,2.08333,1.24011,2.58333,1.62135,2.33333,1.23091,3.33333,1.72328,0,,0.125,0.625,1,0.416667,1
NASA_N1_mental,NASA-TLX mental demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C2,5,1.91667,1.08362,2.08333,1.24011,2.58333,1.62135,2.33333,1.23091,3.33333,1.72328,5,,0.6875,1,0.333333,0.25,1
NASA_N1_mental,NASA-TLX mental demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C3,6,1.91667,1.08362,2.08333,1.24011,2.58333,1.62135,2.33333,1.23091,3.33333,1.72328,7.5,,0.65625,1,-0.285714,-0.25,0
NASA_N1_mental,NASA-TLX mental demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C5,8,1.91667,1.08362,2.08333,1.24011,2.58333,1.62135,2.33333,1.23091,3.33333,1.72328,0,,0.0078125,0.0546875,-1,-1,-1
NASA_N1_mental,NASA-TLX mental demand,통합,lower,planned,Friedman,C1-C5,12,2.25,1.27029,2.16667,1.30268,2.41667,1.41153,2.375,1.15059,2.66667,1.24924,7.375,4,0.117349,,0.153646,,
NASA_N1_mental,NASA-TLX mental demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C1,7,2.25,1.27029,2.16667,1.30268,2.41667,1.41153,2.375,1.15059,2.66667,1.24924,10,,0.578125,1,0.285714,0.166667,0.5
NASA_N1_mental,NASA-TLX mental demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C2,7,2.25,1.27029,2.16667,1.30268,2.41667,1.41153,2.375,1.15059,2.66667,1.24924,8.5,,0.40625,1,0.392857,0.25,1
NASA_N1_mental,NASA-TLX mental demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C5,8,2.25,1.27029,2.16667,1.30268,2.41667,1.41153,2.375,1.15059,2.66667,1.24924,8,,0.148438,1,-0.555556,-0.25,-0.5
NASA_N1_mental,NASA-TLX mental demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C1,6,2.25,1.27029,2.16667,1.30268,2.41667,1.41153,2.375,1.15059,2.66667,1.24924,7.5,,0.65625,1,0.285714,0.125,0.5
NASA_N1_mental,NASA-TLX mental demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C2,6,2.25,1.27029,2.16667,1.30268,2.41667,1.41153,2.375,1.15059,2.66667,1.24924,6,,0.4375,1,0.428571,0.208333,0.75
NASA_N1_mental,NASA-TLX mental demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C3,9,2.25,1.27029,2.16667,1.30268,2.41667,1.41153,2.375,1.15059,2.66667,1.24924,21,,0.945312,1,-0.0666667,-0.0416667,-0.5
NASA_N1_mental,NASA-TLX mental demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C5,6,2.25,1.27029,2.16667,1.30268,2.41667,1.41153,2.375,1.15059,2.66667,1.24924,4,,0.21875,1,-0.619048,-0.291667,-1
NASA_N2_physical,NASA-TLX physical demand,토마토 수확,lower,planned,Friedman,C1-C5,12,1.5,1.16775,1.25,0.621582,1.33333,0.887625,1.25,0.621582,1.25,0.621582,7.07692,4,0.131879,,0.147436,,
NASA_N2_physical,NASA-TLX physical demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C1,2,1.5,1.16775,1.25,0.621582,1.33333,0.887625,1.25,0.621582,1.25,0.621582,0,,0.5,1,-1,-0.166667,-1
NASA_N2_physical,NASA-TLX physical demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C2,1,1.5,1.16775,1.25,0.621582,1.33333,0.887625,1.25,0.621582,1.25,0.621582,0,,1,1,1,0.0833333,1
NASA_N2_physical,NASA-TLX physical demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C5,1,1.5,1.16775,1.25,0.621582,1.33333,0.887625,1.25,0.621582,1.25,0.621582,0,,1,1,1,0.0833333,1
NASA_N2_physical,NASA-TLX physical demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C1,2,1.5,1.16775,1.25,0.621582,1.33333,0.887625,1.25,0.621582,1.25,0.621582,0,,0.5,1,-1,-0.25,-1.5
NASA_N2_physical,NASA-TLX physical demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C2,0,1.5,1.16775,1.25,0.621582,1.33333,0.887625,1.25,0.621582,1.25,0.621582,0,,1,1,0,0,0
NASA_N2_physical,NASA-TLX physical demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C3,1,1.5,1.16775,1.25,0.621582,1.33333,0.887625,1.25,0.621582,1.25,0.621582,0,,1,1,-1,-0.0833333,-1
NASA_N2_physical,NASA-TLX physical demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C5,0,1.5,1.16775,1.25,0.621582,1.33333,0.887625,1.25,0.621582,1.25,0.621582,0,,1,1,0,0,0
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Friedman,C1-C5,12,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,3.31034,4,0.507295,,0.0689655,,
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C1,2,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,1,,1,1,0.333333,0.166667,1
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C2,2,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,0,,0.5,1,1,0.5,3
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C5,2,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,0,,0.5,1,1,0.25,1.5
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C1,2,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,1.5,,1,1,0,0,0
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C2,4,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,2,,0.5,1,0.6,0.333333,1
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C3,3,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,1.5,,0.75,1,-0.5,-0.166667,-1
NASA_N2_physical,NASA-TLX physical demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C5,1,1.5,1.16775,1.16667,0.389249,1.66667,1.37069,1.5,1.16775,1.41667,1.1645,0,,1,1,1,0.0833333,1
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Friedman,C1-C5,12,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,6.70769,4,0.152166,,0.139744,,
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C1,3,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,3,,1,1,0,0,-0.5
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C2,2,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,0,,0.5,1,1,0.291667,1.75
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C5,3,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,0,,0.25,1,1,0.166667,0.5
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C1,2,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,0,,0.5,1,-1,-0.125,-0.75
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C2,4,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,2,,0.5,1,0.6,0.166667,0.5
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C3,4,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,2,,0.5,1,-0.6,-0.125,-0.5
NASA_N2_physical,NASA-TLX physical demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C5,1,1.5,1.14812,1.20833,0.498102,1.5,1.066,1.375,0.856128,1.33333,0.86164,0,,1,1,1,0.0416667,0.5
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Friedman,C1-C5,12,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,5.77778,4,0.21637,,0.12037,,
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C1,1,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,0,,1,1,-1,-0.0833333,-1
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C2,2,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,0,,0.5,1,-1,-0.166667,-1
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C5,1,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,0,,1,1,-1,-0.0833333,-1
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C1,2,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,0,,0.5,1,-1,-0.166667,-1
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C2,3,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,0,,0.25,1,-1,-0.25,-1
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C3,1,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,0,,1,1,-1,-0.0833333,-1
NASA_N3_temporal,NASA-TLX temporal demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C5,2,1.58333,0.668558,1.66667,0.778499,1.5,0.522233,1.41667,0.514929,1.58333,0.514929,0,,0.5,1,-1,-0.166667,-1
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Friedman,C1-C5,12,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,4,4,0.406006,,0.0833333,,
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C1,4,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,2,,0.5,1,0.6,0.333333,1
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C2,4,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,1.5,,0.375,1,0.7,0.333333,1.5
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C5,4,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,5,,1,1,0,0,0
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C1,2,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,0,,0.5,1,1,0.166667,1
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C2,4,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,2.5,,0.625,1,0.5,0.166667,1
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C3,6,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,9,,1,1,-0.142857,-0.166667,0
NASA_N3_temporal,NASA-TLX temporal demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C5,5,1.58333,0.514929,1.58333,0.668558,1.91667,1.1645,1.75,0.621582,1.91667,0.792961,5,,0.75,1,-0.333333,-0.166667,-1
NASA_N3_temporal,NASA-TLX temporal demand,통합,lower,planned,Friedman,C1-C5,12,1.58333,0.55732,1.625,0.678401,1.70833,0.78214,1.58333,0.514929,1.75,0.583874,1.4902,4,0.828377,,0.0310458,,
NASA_N3_temporal,NASA-TLX temporal demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C1,4,1.58333,0.55732,1.625,0.678401,1.70833,0.78214,1.58333,0.514929,1.75,0.583874,2,,0.5,1,0.6,0.125,0.5
