measure,description,domain_panel,direction,test_family,test,comparison,n,C1_mean,C1_sd,C2_mean,C2_sd,C3_mean,C3_sd,C4_mean,C4_sd,C5_mean,C5_sd,statistic,df,p,p_holm,effect_size,mean_difference,median_difference
Fatigue,Fatigue,분리수거,lower,planned,Friedman,C1-C5,12,2.66667,1.77525,2.58333,1.72986,3.08333,1.62135,2.75,1.71226,3.25,1.54479,4.72316,4,0.3169,,0.0983992,,
Fatigue,Fatigue,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C1,7,2.66667,1.77525,2.58333,1.72986,3.08333,1.62135,2.75,1.71226,3.25,1.54479,6,,0.25,1,0.571429,0.416667,1
Fatigue,Fatigue,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C2,11,2.66667,1.77525,2.58333,1.72986,3.08333,1.62135,2.75,1.71226,3.25,1.54479,22,,0.345703,1,0.333333,0.5,1
Fatigue,Fatigue,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C5,5,2.66667,1.77525,2.58333,1.72986,3.08333,1.62135,2.75,1.71226,3.25,1.54479,5,,0.75,1,-0.333333,-0.166667,-1
Fatigue,Fatigue,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C1,4,2.66667,1.77525,2.58333,1.72986,3.08333,1.62135,2.75,1.71226,3.25,1.54479,4,,1,1,0.2,0.0833333,0
Fatigue,Fatigue,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C2,7,2.66667,1.77525,2.58333,1.72986,3.08333,1.62135,2.75,1.71226,3.25,1.54479,10,,0.59375,1,0.285714,0.166667,1
Fatigue,Fatigue,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C3,7,2.66667,1.77525,2.58333,1.72986,3.08333,1.62135,2.75,1.71226,3.25,1.54479,7,,0.359375,1,-0.5,-0.333333,-1
Fatigue,Fatigue,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C5,8,2.66667,1.77525,2.58333,1.72986,3.08333,1.62135,2.75,1.71226,3.25,1.54479,7,,0.171875,1,-0.611111,-0.5,-1
Fatigue,Fatigue,통합,lower,planned,Friedman,C1-C5,12,2.75,1.63067,2.375,1.28142,3.04167,1.45318,2.66667,1.32001,3.08333,1.54968,8.16327,4,0.0857774,,0.170068,,
Fatigue,Fatigue,통합,lower,planned,Wilcoxon signed-rank exact,C3-C1,7,2.75,1.63067,2.375,1.28142,3.04167,1.45318,2.66667,1.32001,3.08333,1.54968,6,,0.265625,0.984375,0.571429,0.291667,0.5
Fatigue,Fatigue,통합,lower,planned,Wilcoxon signed-rank exact,C3-C2,12,2.75,1.63067,2.375,1.28142,3.04167,1.45318,2.66667,1.32001,3.08333,1.54968,14,,0.0527344,0.369141,0.641026,0.666667,0.75
Fatigue,Fatigue,통합,lower,planned,Wilcoxon signed-rank exact,C3-C5,6,2.75,1.63067,2.375,1.28142,3.04167,1.45318,2.66667,1.32001,3.08333,1.54968,9,,0.71875,1,-0.142857,-0.0416667,-0.25
Fatigue,Fatigue,통합,lower,planned,Wilcoxon signed-rank exact,C4-C1,7,2.75,1.63067,2.375,1.28142,3.04167,1.45318,2.66667,1.32001,3.08333,1.54968,12,,0.859375,1,-0.142857,-0.0833333,-0.5
Fatigue,Fatigue,통합,lower,planned,Wilcoxon signed-rank exact,C4-C2,9,2.75,1.63067,2.375,1.28142,3.04167,1.45318,2.66667,1.32001,3.08333,1.54968,12,,0.246094,0.984375,0.466667,0.291667,0.5
Fatigue,Fatigue,통합,lower,planned,Wilcoxon signed-rank exact,C4-C3,9,2.75,1.63067,2.375,1.28142,3.04167,1.45318,2.66667,1.32001,3.08333,1.54968,10,,0.171875,0.859375,-0.555556,-0.375,-1
Fatigue,Fatigue,통합,lower,planned,Wilcoxon signed-rank exact,C4-C5,9,2.75,1.63067,2.375,1.28142,3.04167,1.45318,2.66667,1.32001,3.08333,1.54968,7,,0.0625,0.375,-0.688889,-0.416667,-0.5
SART_demand,SART demand,토마토 수확,lower,planned,Friedman,C1-C5,12,2.52778,1.13225,1.80556,0.822147,2.22222,0.880005,2.02778,0.858215,2.05556,0.874249,11.76,4,0.0192281,,0.245,,
SART_demand,SART demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C1,8,2.52778,1.13225,1.80556,0.822147,2.22222,0.880005,2.02778,0.858215,2.05556,0.874249,4,,0.046875,0.328125,-0.777778,-0.305556,-0.500005
SART_demand,SART demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C2,9,2.52778,1.13225,1.80556,0.822147,2.22222,0.880005,2.02778,0.858215,2.05556,0.874249,9,,0.121094,0.726562,0.6,0.416667,0.66667
SART_demand,SART demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C3-C5,8,2.52778,1.13225,1.80556,0.822147,2.22222,0.880005,2.02778,0.858215,2.05556,0.874249,8,,0.195312,0.78125,0.555556,0.166667,0.33333
SART_demand,SART demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C1,10,2.52778,1.13225,1.80556,0.822147,2.22222,0.880005,2.02778,0.858215,2.05556,0.874249,12.5,,0.144531,0.726562,-0.545455,-0.5,-0.66666
SART_demand,SART demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C2,9,2.52778,1.13225,1.80556,0.822147,2.22222,0.880005,2.02778,0.858215,2.05556,0.874249,14,,0.34375,1,0.377778,0.222222,0.33333
SART_demand,SART demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C3,11,2.52778,1.13225,1.80556,0.822147,2.22222,0.880005,2.02778,0.858215,2.05556,0.874249,22,,0.338867,1,-0.333333,-0.194444,-0.33333
SART_demand,SART demand,토마토 수확,lower,planned,Wilcoxon signed-rank exact,C4-C5,8,2.52778,1.13225,1.80556,0.822147,2.22222,0.880005,2.02778,0.858215,2.05556,0.874249,17.5,,0.992188,1,-0.0277778,-0.0277775,-0.33333
SART_demand,SART demand,분리수거,lower,planned,Friedman,C1-C5,12,2.36111,1.04889,2.63889,1.41748,2.86111,1.30623,2.52778,1.17601,3,1.12815,3.5907,4,0.464222,,0.0748062,,
SART_demand,SART demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C1,10,2.36111,1.04889,2.63889,1.41748,2.86111,1.30623,2.52778,1.17601,3,1.12815,10.5,,0.0917969,0.642578,0.618182,0.500001,0.833335
SART_demand,SART demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C2,10,2.36111,1.04889,2.63889,1.41748,2.86111,1.30623,2.52778,1.17601,3,1.12815,20.5,,0.509766,1,0.254545,0.222223,5e-06
SART_demand,SART demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C3-C5,11,2.36111,1.04889,2.63889,1.41748,2.86111,1.30623,2.52778,1.17601,3,1.12815,26.5,,0.585938,1,-0.19697,-0.138889,-0.66667
SART_demand,SART demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C1,8,2.36111,1.04889,2.63889,1.41748,2.86111,1.30623,2.52778,1.17601,3,1.12815,12,,0.4375,1,0.333333,0.166667,0.33333
SART_demand,SART demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C2,11,2.36111,1.04889,2.63889,1.41748,2.86111,1.30623,2.52778,1.17601,3,1.12815,29.5,,0.782227,1,-0.106061,-0.11111,-0.33333
SART_demand,SART demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C3,9,2.36111,1.04889,2.63889,1.41748,2.86111,1.30623,2.52778,1.17601,3,1.12815,8,,0.09375,0.642578,-0.644444,-0.333333,-0.66666
SART_demand,SART demand,분리수거,lower,planned,Wilcoxon signed-rank exact,C4-C5,9,2.36111,1.04889,2.63889,1.41748,2.86111,1.30623,2.52778,1.17601,3,1.12815,8.5,,0.0976562,0.642578,-0.622222,-0.472222,-0.66667
SART_demand,SART demand,통합,lower,planned,Friedman,C1-C5,12,2.44444,0.880005,2.22222,1.01088,2.54167,0.953794,2.27778,0.877131,2.52778,0.819069,3.8894,4,0.421181,,0.0810292,,
SART_demand,SART demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C1,10,2.44444,0.880005,2.22222,1.01088,2.54167,0.953794,2.27778,0.877131,2.52778,0.819069,21.5,,0.568359,1,0.218182,0.0972225,0.16667
SART_demand,SART demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C2,7,2.44444,0.880005,2.22222,1.01088,2.54167,0.953794,2.27778,0.877131,2.52778,0.819069,6,,0.21875,1,0.571429,0.319443,1
SART_demand,SART demand,통합,lower,planned,Wilcoxon signed-rank exact,C3-C5,12,2.44444,0.880005,2.22222,1.01088,2.54167,0.953794,2.27778,0.877131,2.52778,0.819069,38.5,,0.984863,1,0.0128205,0.0138875,0.083335
SART_demand,SART demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C1,9,2.44444,0.880005,2.22222,1.01088,2.54167,0.953794,2.27778,0.877131,2.52778,0.819069,13,,0.289062,1,-0.422222,-0.166665,-0.33334
SART_demand,SART demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C2,11,2.44444,0.880005,2.22222,1.01088,2.54167,0.953794,2.27778,0.877131,2.52778,0.819069,32.5,,0.985352,1,0.0151515,0.0555558,-0.16666
SART_demand,SART demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C3,9,2.44444,0.880005,2.22222,1.01088,2.54167,0.953794,2.27778,0.877131,2.52778,0.819069,3.5,,0.0234375,0.164062,-0.844444,-0.263888,-0.33333
SART_demand,SART demand,통합,lower,planned,Wilcoxon signed-rank exact,C4-C5,10,2.44444,0.880005,2.22222,1.01088,2.54167,0.953794,2.27778,0.877131,2.52778,0.819069,11.5,,0.111328,0.667969,-0.581818,-0.25,-0.33333
SART_supply,SART supply,토마토 수확,higher,planned,Friedman,C1-C5,12,3.77083,1.04152,4.04167,0.789371,4.20833,1.17663,4.45833,1.33073,4.20833,1.1473,2.20628,4,0.69788,,0.0459641,,
SART_supply,SART supply,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C1,10,3.77083,1.04152,4.04167,0.789371,4.20833,1.17663,4.45833,1.33073,4.20833,1.1473,12.5,,0.140625,0.84375,0.545455,0.4375,0.5
SART_supply,SART supply,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C2,9,3.77083,1.04152,4.04167,0.789371,4.20833,1.17663,4.45833,1.33073,4.20833,1.1473,20,,0.804688,1,0.111111,0.166667,-0.25
SART_supply,SART supply,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C5,11,3.77083,1.04152,4.04167,0.789371,4.20833,1.17663,4.45833,1.33073,4.20833,1.1473,31.5,,0.923828,1,-0.0454545,0,-0.25
SART_supply,SART supply,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C1,11,3.77083,1.04152,4.04167,0.789371,4.20833,1.17663,4.45833,1.33073,4.20833,1.1473,13,,0.0849609,0.594727,0.606061,0.6875,0.75
SART_supply,SART supply,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C2,10,3.77083,1.04152,4.04167,0.789371,4.20833,1.17663,4.45833,1.33073,4.20833,1.1473,16,,0.265625,1,0.418182,0.416667,0.25
SART_supply,SART supply,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C3,10,3.77083,1.04152,4.04167,0.789371,4.20833,1.17663,4.45833,1.33073,4.20833,1.1473,20,,0.458984,1,0.272727,0.25,0.25
SART_supply,SART supply,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C5,12,3.77083,1.04152,4.04167,0.789371,4.20833,1.17663,4.45833,1.33073,4.20833,1.1473,25,,0.297852,1,0.358974,0.25,0.125
SART_supply,SART supply,분리수거,higher,planned,Friedman,C1-C5,12,3.9375,1.06667,4.125,1.18466,4.10417,1.05775,3.875,1.22706,4.35417,1.34612,2.03571,4,0.72919,,0.0424107,,
SART_supply,SART supply,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C1,12,3.9375,1.06667,4.125,1.18466,4.10417,1.05775,3.875,1.22706,4.35417,1.34612,36.5,,0.868652,1,0.0641026,0.166667,0.25
SART_supply,SART supply,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C2,12,3.9375,1.06667,4.125,1.18466,4.10417,1.05775,3.875,1.22706,4.35417,1.34612,36.5,,0.856934,1,-0.0641026,-0.0208333,-0.25
SART_supply,SART supply,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C5,11,3.9375,1.06667,4.125,1.18466,4.10417,1.05775,3.875,1.22706,4.35417,1.34612,24,,0.463867,1,-0.272727,-0.25,-0.25
SART_supply,SART supply,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C1,8,3.9375,1.06667,4.125,1.18466,4.10417,1.05775,3.875,1.22706,4.35417,1.34612,10,,0.3125,1,-0.444444,-0.0625,-0.375
SART_supply,SART supply,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C2,9,3.9375,1.06667,4.125,1.18466,4.10417,1.05775,3.875,1.22706,4.35417,1.34612,14,,0.34375,1,-0.377778,-0.25,-0.5
SART_supply,SART supply,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C3,11,3.9375,1.06667,4.125,1.18466,4.10417,1.05775,3.875,1.22706,4.35417,1.34612,19,,0.227539,1,-0.424242,-0.229167,-0.5
SART_supply,SART supply,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C5,11,3.9375,1.06667,4.125,1.18466,4.10417,1.05775,3.875,1.22706,4.35417,1.34612,16.5,,0.15332,1,-0.5,-0.479167,-0.5
SART_supply,SART supply,통합,higher,planned,Friedman,C1-C5,12,3.85417,1.03055,4.08333,0.864931,4.15625,1.0568,4.16667,1.11337,4.28125,1.20384,0.299559,4,0.989843,,0.00624082,,
SART_supply,SART supply,통합,higher,planned,Wilcoxon signed-rank exact,C3-C1,11,3.85417,1.03055,4.08333,0.864931,4.15625,1.0568,4.16667,1.11337,4.28125,1.20384,23.5,,0.426758,1,0.287879,0.302083,0.25
SART_supply,SART supply,통합,higher,planned,Wilcoxon signed-rank exact,C3-C2,12,3.85417,1.03055,4.08333,0.864931,4.15625,1.0568,4.16667,1.11337,4.28125,1.20384,35,,0.774414,1,0.102564,0.0729167,0
SART_supply,SART supply,통합,higher,planned,Wilcoxon signed-rank exact,C3-C5,10,3.85417,1.03055,4.08333,0.864931,4.15625,1.0568,4.16667,1.11337,4.28125,1.20384,21.5,,0.574219,1,-0.218182,-0.125,-0.0625
SART_supply,SART supply,통합,higher,planned,Wilcoxon signed-rank exact,C4-C1,11,3.85417,1.03055,4.08333,0.864931,4.15625,1.0568,4.16667,1.11337,4.28125,1.20384,23.5,,0.431641,1,0.287879,0.3125,0.125
SART_supply,SART supply,통합,higher,planned,Wilcoxon signed-rank exact,C4-C2,11,3.85417,1.03055,4.08333,0.864931,4.15625,1.0568,4.16667,1.11337,4.28125,1.20384,31.5,,0.916992,1,0.0454545,0.0833333,-0.125
SART_supply,SART supply,통합,higher,planned,Wilcoxon signed-rank exact,C4-C3,11,3.85417,1.03055,4.08333,0.864931,4.15625,1.0568,4.16667,1.11337,4.28125,1.20384,31.5,,0.925781,1,-0.0454545,0.0104167,0.125
SART_supply,SART supply,통합,higher,planned,Wilcoxon signed-rank exact,C4-C5,10,3.85417,1.03055,4.08333,0.864931,4.15625,1.0568,4.16667,1.11337,4.28125,1.20384,24,,0.773438,1,-0.127273,-0.114583,-0.125
SART_understanding,SART understanding,토마토 수확,higher,planned,Friedman,C1-C5,12,4.52778,1.54696,4.22222,1.07622,4.55556,1.56562,4.55556,1.39504,4.5,1.59228,0.255814,4,0.992485,,0.00532946,,
SART_understanding,SART understanding,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C1,7,4.52778,1.54696,4.22222,1.07622,4.55556,1.56562,4.55556,1.39504,4.5,1.59228,13,,1,1,0.0714286,0.0277775,0.33333
SART_understanding,SART understanding,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C2,6,4.52778,1.54696,4.22222,1.07622,4.55556,1.56562,4.55556,1.39504,4.5,1.59228,8.5,,0.71875,1,0.190476,0.333333,0
SART_understanding,SART understanding,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C3-C5,8,4.52778,1.54696,4.22222,1.07622,4.55556,1.56562,4.55556,1.39504,4.5,1.59228,17.5,,0.96875,1,-0.0277778,0.0555558,0
SART_understanding,SART understanding,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C1,9,4.52778,1.54696,4.22222,1.07622,4.55556,1.56562,4.55556,1.39504,4.5,1.59228,20.5,,0.847656,1,-0.0888889,0.0277775,-0.33333
SART_understanding,SART understanding,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C2,8,4.52778,1.54696,4.22222,1.07622,4.55556,1.56562,4.55556,1.39504,4.5,1.59228,10,,0.304688,1,0.444444,0.333333,0.333335
SART_understanding,SART understanding,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C3,9,4.52778,1.54696,4.22222,1.07622,4.55556,1.56562,4.55556,1.39504,4.5,1.59228,21.5,,0.976562,1,-0.0444444,0,0.33333
SART_understanding,SART understanding,토마토 수확,higher,planned,Wilcoxon signed-rank exact,C4-C5,7,4.52778,1.54696,4.22222,1.07622,4.55556,1.56562,4.55556,1.39504,4.5,1.59228,11,,0.640625,1,-0.214286,0.0555558,-0.33333
SART_understanding,SART understanding,분리수거,higher,planned,Friedman,C1-C5,12,4.69444,1.25093,4.38889,0.930226,4.47222,1.24282,4.58333,1.12927,4.52778,1.20988,3.18782,4,0.526901,,0.0664129,,
SART_understanding,SART understanding,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C1,6,4.69444,1.25093,4.38889,0.930226,4.47222,1.24282,4.58333,1.12927,4.52778,1.20988,4.5,,0.25,1,-0.571429,-0.222223,-0.5
SART_understanding,SART understanding,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C2,8,4.69444,1.25093,4.38889,0.930226,4.47222,1.24282,4.58333,1.12927,4.52778,1.20988,14.5,,0.65625,1,0.194444,0.0833333,0.33333
SART_understanding,SART understanding,분리수거,higher,planned,Wilcoxon signed-rank exact,C3-C5,7,4.69444,1.25093,4.38889,0.930226,4.47222,1.24282,4.58333,1.12927,4.52778,1.20988,11.5,,0.84375,1,-0.178571,-0.0555558,-0.33333
SART_understanding,SART understanding,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C1,11,4.69444,1.25093,4.38889,0.930226,4.47222,1.24282,4.58333,1.12927,4.52778,1.20988,21.5,,0.327148,1,-0.348485,-0.111113,-0.33333
SART_understanding,SART understanding,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C2,10,4.69444,1.25093,4.38889,0.930226,4.47222,1.24282,4.58333,1.12927,4.52778,1.20988,20.5,,0.511719,1,0.254545,0.194443,0.666665
SART_understanding,SART understanding,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C3,10,4.69444,1.25093,4.38889,0.930226,4.47222,1.24282,4.58333,1.12927,4.52778,1.20988,24,,0.757812,1,0.127273,0.11111,0.33333
SART_understanding,SART understanding,분리수거,higher,planned,Wilcoxon signed-rank exact,C4-C5,9,4.69444,1.25093,4.38889,0.930226,4.47222,1.24282,4.58333,1.12927,4.52778,1.20988,22,,0.992188,1,0.0222222,0.0555542,0.33333
SART_understanding,SART understanding,통합,higher,planned,Friedman,C1-C5,12,4.61111,1.35649,4.30556,0.931583,4.51389,1.36969,4.56945,1.17735,4.51389,1.36044,1.78641,4,0.774968,,0.0372168,,
SART_understanding,SART understanding,통합,higher,planned,Wilcoxon signed-rank exact,C3-C1,9,4.61111,1.35649,4.30556,0.931583,4.51389,1.36969,4.56945,1.17735,4.51389,1.36044,16,,0.484375,1,-0.288889,-0.0972225,-0.16667
SART_understanding,SART understanding,통합,higher,planned,Wilcoxon signed-rank exact,C3-C2,10,4.61111,1.35649,4.30556,0.931583,4.51389,1.36969,4.56945,1.17735,4.51389,1.36044,24.5,,0.802734,1,0.109091,0.208333,0
SART_understanding,SART understanding,통합,higher,planned,Wilcoxon signed-rank exact,C3-C5,9,4.61111,1.35649,4.30556,0.931583,4.51389,1.36969,4.56945,1.17735,4.51389,1.36044,22,,1,1,-0.0222222,0,-0.16666
SART_understanding,SART understanding,통합,higher,planned,Wilcoxon signed-rank exact,C4-C1,9,4.61111,1.35649,4.30556,0.931583,4.51389,1.36969,4.56945,1.17735,4.51389,1.36044,19.5,,0.761719,1,-0.133333,-0.0416667,-0.16666
SART_understanding,SART understanding,통합,higher,planned,Wilcoxon signed-rank exact,C4-C2,11,4.61111,1.35649,4.30556,0.931583,4.51389,1.36969,4.56945,1.17735,4.51389,1.36044,18.5,,0.213867,1,0.439394,0.263889,0.33333
SART_understanding,SART understanding,통합,higher,planned,Wilcoxon signed-rank exact,C4-C3,7,4.61111,1.35649,4.30556,0.931583,4.51389,1.36969,4.56945,1.17735,4.51389,1.36044,8,,0.34375,1,0.428571,0.0555558,0.16667
SART_understanding,SART understanding,통합,higher,planned,Wilcoxon signed-rank exact,C4-C5,10,4.61111,1.35649,4.30556,0.931583,4.51389,1.36969,4.56945,1.17735,4.51389,1.36044,22,,0.585938,1,0.2,0.0555558,5e-06
